33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,安徽,交友聊天,1,1
0,北京沃特信通科技有限公司,1017680,互动娱乐城,安徽,交友聊天,2,1
0,北京沃特信通科技有限公司,1017689,心语星空,安徽,情感哲理,1,2
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,安徽,生活百科,1,3
33,大运盈通（北京）数码科技有限公司,101763332,幸运转盘,安徽,生活百科,2,3
0,北京沃特信通科技有限公司,10176996,音乐星空,安徽,音乐点歌,1,4
33,大运盈通（北京）数码科技有限公司,101763330,互动声线,安徽,音乐点歌,2,4
0,北京沃特信通科技有限公司,1017699,动感音乐吧,安徽,娱乐笑话,1,5
0,北京沃特信通科技有限公司,101768,乐翻天,安徽,娱乐笑话,2,5
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,安徽,娱乐笑话,3,5
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,安徽,热门产品,1,6
0,北京沃特信通科技有限公司,1017680,互动娱乐城,安徽,热门产品,2,6
0,北京沃特信通科技有限公司,1017689,心语星空,安徽,热门产品,3,6
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,安徽,热门产品,4,6
33,大运盈通（北京）数码科技有限公司,101763332,幸运转盘,安徽,热门产品,5,6
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,福建,财经时事,1,7
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,福建,交友聊天,1,8
0,北京沃特信通科技有限公司,1017689,心语星空,福建,情感哲理,1,9
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,福建,生活百科,1,10
28,北京鹏华信通网络技术服务有限公司,101762281,足球世界,福建,生活百科,2,10
0,北京沃特信通科技有限公司,1017699,动感音乐吧,福建,娱乐笑话,1,11
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,福建,娱乐笑话,2,11
0,北京沃特信通科技有限公司,1017688,欢乐大玩家,福建,娱乐笑话,3,11
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,福建,热门产品,1,12
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,福建,热门产品,2,12
0,北京沃特信通科技有限公司,1017689,心语星空,福建,热门产品,3,12
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,福建,热门产品,4,12
28,北京鹏华信通网络技术服务有限公司,101762281,足球世界,福建,热门产品,5,12
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,甘肃,财经时事,1,13
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,甘肃,交友聊天,1,14
0,北京沃特信通科技有限公司,1017680,互动娱乐城,甘肃,交友聊天,2,14
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,甘肃,交友聊天,3,14
28,北京鹏华信通网络技术服务有限公司,101762280,心灵驿站,甘肃,交友聊天,4,14
0,北京沃特信通科技有限公司,1017689,心语星空,甘肃,情感哲理,1,15
28,北京鹏华信通网络技术服务有限公司,101763281,浪漫花园,甘肃,情感哲理,2,15
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,甘肃,生活百科,1,16
28,北京鹏华信通网络技术服务有限公司,101763280,都市直通车,甘肃,生活百科,2,16
33,大运盈通（北京）数码科技有限公司,101763332,幸运转盘,甘肃,生活百科,3,16
28,北京鹏华信通网络技术服务有限公司,101762281,足球世界,甘肃,生活百科,4,16
0,北京沃特信通科技有限公司,1017690,倾情点歌,甘肃,音乐点歌,1,17
28,北京鹏华信通网络技术服务有限公司,101764283,缘分天空,甘肃,音乐点歌,2,17
0,北京沃特信通科技有限公司,10176996,音乐星空,甘肃,音乐点歌,3,17
33,大运盈通（北京）数码科技有限公司,101763330,互动声线,甘肃,音乐点歌,4,17
28,北京鹏华信通网络技术服务有限公司,101764280,空中音乐快车,甘肃,音乐点歌,5,17
0,北京沃特信通科技有限公司,1017699,动感音乐吧,甘肃,娱乐笑话,1,18
28,北京鹏华信通网络技术服务有限公司,101764281,快乐任我行,甘肃,娱乐笑话,2,18
0,北京沃特信通科技有限公司,101768,乐翻天,甘肃,娱乐笑话,3,18
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,甘肃,娱乐笑话,4,18
0,北京沃特信通科技有限公司,1017696,缘分天空,甘肃,娱乐笑话,5,18
0,北京沃特信通科技有限公司,1017698,蜜语传情,甘肃,娱乐笑话,6,18
28,北京鹏华信通网络技术服务有限公司,101763283,欢乐大本营,甘肃,娱乐笑话,7,18
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,甘肃,热门产品,1,19
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,甘肃,热门产品,2,19
0,北京沃特信通科技有限公司,1017680,互动娱乐城,甘肃,热门产品,3,19
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,甘肃,热门产品,4,19
28,北京鹏华信通网络技术服务有限公司,101762280,心灵驿站,甘肃,热门产品,5,19
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,广东,财经时事,1,20
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,广东,交友聊天,1,21
0,北京沃特信通科技有限公司,1017680,互动娱乐城,广东,交友聊天,2,21
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,广东,交友聊天,3,21
28,北京鹏华信通网络技术服务有限公司,101762280,心灵驿站,广东,交友聊天,4,21
0,北京沃特信通科技有限公司,1017689,心语星空,广东,情感哲理,1,22
28,北京鹏华信通网络技术服务有限公司,101763281,浪漫花园,广东,情感哲理,2,22
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,广东,生活百科,1,23
28,北京鹏华信通网络技术服务有限公司,101763280,都市直通车,广东,生活百科,2,23
33,大运盈通（北京）数码科技有限公司,101763332,幸运转盘,广东,生活百科,3,23
28,北京鹏华信通网络技术服务有限公司,101762281,足球世界,广东,生活百科,4,23
0,北京沃特信通科技有限公司,1017690,倾情点歌,广东,音乐点歌,1,24
28,北京鹏华信通网络技术服务有限公司,101764283,缘分天空,广东,音乐点歌,2,24
0,北京沃特信通科技有限公司,10176996,音乐星空,广东,音乐点歌,3,24
33,大运盈通（北京）数码科技有限公司,101763330,互动声线,广东,音乐点歌,4,24
28,北京鹏华信通网络技术服务有限公司,101764280,空中音乐快车,广东,音乐点歌,5,24
0,北京沃特信通科技有限公司,1017699,动感音乐吧,广东,娱乐笑话,1,25
28,北京鹏华信通网络技术服务有限公司,101764281,快乐任我行,广东,娱乐笑话,2,25
0,北京沃特信通科技有限公司,101768,乐翻天,广东,娱乐笑话,3,25
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,广东,娱乐笑话,4,25
0,北京沃特信通科技有限公司,1017696,缘分天空,广东,娱乐笑话,5,25
0,北京沃特信通科技有限公司,1017688,欢乐大玩家,广东,娱乐笑话,6,25
0,北京沃特信通科技有限公司,1017698,蜜语传情,广东,娱乐笑话,7,25
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,广东,热门产品,1,26
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,广东,热门产品,2,26
0,北京沃特信通科技有限公司,1017680,互动娱乐城,广东,热门产品,3,26
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,广东,热门产品,4,26
28,北京鹏华信通网络技术服务有限公司,101762280,心灵驿站,广东,热门产品,5,26
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,广西,交友聊天,1,27
0,北京沃特信通科技有限公司,1017680,互动娱乐城,广西,交友聊天,2,27
0,北京沃特信通科技有限公司,1017689,心语星空,广西,情感哲理,1,28
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,广西,生活百科,1,29
0,北京沃特信通科技有限公司,10176999,专家热线,广西,生活百科,2,29
0,北京沃特信通科技有限公司,10176996,音乐星空,广西,音乐点歌,1,30
0,北京沃特信通科技有限公司,1017699,动感音乐吧,广西,娱乐笑话,1,31
0,北京沃特信通科技有限公司,101768,乐翻天,广西,娱乐笑话,2,31
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,广西,娱乐笑话,3,31
0,北京沃特信通科技有限公司,1017688,欢乐大玩家,广西,娱乐笑话,4,31
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,广西,热门产品,1,32
0,北京沃特信通科技有限公司,1017680,互动娱乐城,广西,热门产品,2,32
0,北京沃特信通科技有限公司,1017689,心语星空,广西,热门产品,3,32
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,广西,热门产品,4,32
0,北京沃特信通科技有限公司,10176999,专家热线,广西,热门产品,5,32
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,贵州,财经时事,1,33
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,贵州,交友聊天,1,34
0,北京沃特信通科技有限公司,1017680,互动娱乐城,贵州,交友聊天,2,34
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,贵州,交友聊天,3,34
0,北京沃特信通科技有限公司,1017689,心语星空,贵州,情感哲理,1,35
33,大运盈通（北京）数码科技有限公司,101764332,魅力声线,贵州,生活百科,1,36
33,大运盈通（北京）数码科技有限公司,101763332,幸运转盘,贵州,生活百科,2,36
28,北京鹏华信通网络技术服务有限公司,101764283,缘分天空,贵州,音乐点歌,1,37
0,北京沃特信通科技有限公司,10176996,音乐星空,贵州,音乐点歌,2,37
33,大运盈通（北京）数码科技有限公司,101763330,互动声线,贵州,音乐点歌,3,37
28,北京鹏华信通网络技术服务有限公司,101764280,空中音乐快车,贵州,音乐点歌,4,37
0,北京沃特信通科技有限公司,1017699,动感音乐吧,贵州,娱乐笑话,1,38
28,北京鹏华信通网络技术服务有限公司,101764281,快乐任我行,贵州,娱乐笑话,2,38
0,北京沃特信通科技有限公司,101768,乐翻天,贵州,娱乐笑话,3,38
33,大运盈通（北京）数码科技有限公司,101764330,巅峰对决,贵州,娱乐笑话,4,38
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,贵州,热门产品,1,39
33,大运盈通（北京）数码科技有限公司,101764331,白领精英沙龙,贵州,热门产品,2,39
0,北京沃特信通科技有限公司,1017680,互动娱乐城,贵州,热门产品,3,39
28,北京鹏华信通网络技术服务有限公司,101764282,娱乐在线,贵州,热门产品,4,39
0,北京沃特信通科技有限公司,1017689,心语星空,贵州,热门产品,5,39
28,北京鹏华信通网络技术服务有限公司,101763282,商情无限,海南,财经时事,1,40
